title,actor,actress,genre,budget,revenue,imdb_score,success
Crónicas de Navidad,Darby Camp,Judah Lewis,Comedia,0,0,7.144,0
The Outrun,Saoirse Ronan,Paapa Essiedu,Drama,0,3983828,6.88,1
Skal: Fight for Survival,Evan Marsh,Chris Sandiford,Acción,0,0,5.5,0
Rumours,Cate Blanchett,Roy Dupuis,Comedia,0,450517,4.583,1
Los Colegas del Barrio,Shawn Wayans,Marlon Wayans,Comedia,3800000,20100000,7.018,1
A dos metros de ti,Haley Lu Richardson,Cole Sprouse,Romance,7000000,92600000,8.25,1
Un puente hacia Terabithia,Josh Hutcherson,AnnaSophia Robb,Aventura,60000000,137587063,7.311,1
Paranormal Movie 2,Marlon Wayans,Jaime Pressly,Comedia,4000000,25343661,6.157,1
Scary Movie 4,Anna Faris,Regina Hall,Comedia,45000000,178262620,5.5,1
Un ángel en nuestras vidas,Scarlett Diamond,Adam Hightower,Drama,0,0,8.417,0
60 minutos,Emilio Sakraya,Dennis Mojen,Acción,0,0,6.75,0
Su último combate,Mathis Landwehr,Kurt McKinney,Acción,1303000,65000000,6.9,1
Gattaca,Ethan Hawke,Uma Thurman,Suspense,36000000,12532777,7.6,0
Sadomanía (El infierno de la pasión),Ajita Wilson,Andrea Guzon,Acción,0,198242,5.2,1
Underwater,Kristen Stewart,Vincent Cassel,Terror,50000000,40882928,6.3,0
Tall Girl,Ava Michelle,Sabrina Carpenter,Comedia,0,0,6.319,0
Resacón 3,Bradley Cooper,Ed Helms,Comedia,103000000,362000072,6.2,1
Death Race: La carrera de la muerte,Jason Statham,Joan Allen,Acción,45000000,76000000,6.268,1
A Serbian Film,Srđan 'Žika' Todorović,Sergej Trifunović,Crimen,0,0,5.502,0
Maléfica: Maestra del mal,Angelina Jolie,Elle Fanning,Familia,185000000,491730089,7.306,1
Una rubia muy legal,Reese Witherspoon,Luke Wilson,Comedia,18000000,141774679,6.78,1
Apocalypse Now,Martin Sheen,Frederic Forrest,Drama,31500000,150000000,8.3,1
Qué les pasa a los hombres,Ginnifer Goodwin,Justin Long,Comedia,40000000,178866158,6.576,1
Guerra Femenina: Un Reparto Desagradable,김선영,명계남,Drama,0,0,5.481,0
La caza,Betty Gilpin,Hilary Swank,Acción,14000000,10550350,6.6,0
Vermin: La plaga,Théo Christine,Sofia Lesaffre,Terror,0,2110014,6.7,1
Wild in Blue,Frank Cermak Jr.,Charlotte Ellen Price,Terror,0,0,4.5,0
Medieval,Ben Foster,Sophie Lowe,Acción,23000000,4311284,7.0,0
El increíble Hulk,Edward Norton,Liv Tyler,Ciencia ficción,150000000,264770996,6.2,1
Backstroke,Josefine Christoffersen,Tom Frank,Suspense,0,0,5.8,0
Uncharted,Tom Holland,Mark Wahlberg,Acción,120000000,407141258,6.933,1
Los Diez Mandamientos,Charlton Heston,Yul Brynner,Drama,13000000,122700000,7.755,1
La niñera mágica,Emma Thompson,Colin Firth,Fantasía,25000000,123276807,6.7,1
El secuestro de 1993,Idia Aisien,John Dumelo,Suspense,0,0,5.4,0
Un puente hacia Terabithia,Josh Hutcherson,AnnaSophia Robb,Aventura,60000000,137587063,7.311,1
Valor de ley,Jeff Bridges,Hailee Steinfeld,Drama,38000000,252300000,7.306,1
Scary Movie 4,Anna Faris,Regina Hall,Comedia,45000000,178262620,5.5,1
Un ángel en nuestras vidas,Scarlett Diamond,Adam Hightower,Drama,0,0,8.417,0
엄마의 직업,Lee Chae-dam,Jo Wan-jin,Romance,0,0,5.2,0
Pukpok,Allison Smith,Rash Flores,Drama,0,0,0.0,0
El agente invisible,Ryan Gosling,Chris Evans,Acción,200000000,454023,6.956,0
Gattaca,Ethan Hawke,Uma Thurman,Suspense,36000000,12532777,7.6,0
13 Horas: Los soldados secretos de Bengasi,John Krasinski,James Badge Dale,Bélica,50000000,69411370,7.274,1
Underwater,Kristen Stewart,Vincent Cassel,Terror,50000000,40882928,6.3,0
Naruto Shippuden 5: Prisión de Sangre,Junko Takeuchi,Mie Sonozaki,Suspense,0,9100000,7.2,1
18금 아이돌 승하의 섹스 스캔들,채승하,Seo Bo-ra,Drama,0,0,6.9,0
Liga de la Justicia: Crisis en Tierras Infinitas - Parte 2,Jensen Ackles,Darren Criss,Animación,0,0,7.0,0
Lamborghini: El hombre detrás de la leyenda,Frank Grillo,Romano Reggiani,Drama,1709686,0,6.4,0
Death Race: La carrera de la muerte,Jason Statham,Joan Allen,Acción,45000000,76000000,6.268,1
Misión imposible: Protocolo fantasma,Tom Cruise,Paula Patton,Acción,145000000,694713380,7.091,1
Hellboy,David Harbour,Milla Jovovich,Fantasía,50000000,55065289,5.6,1
Maléfica: Maestra del mal,Angelina Jolie,Elle Fanning,Familia,185000000,491730089,7.306,1
Una rubia muy legal,Reese Witherspoon,Luke Wilson,Comedia,18000000,141774679,6.78,1
惊天大营救,Tony Jaa,洪浚嘉,Crimen,0,0,0.0,0
El libro de la selva,Neel Sethi,Bill Murray,Familia,175000000,966550600,6.9,1
Invicto 2,Michael Jai White,Scott Adkins,Acción,8000000,1361,7.336,0
Parthenope,Celeste Dalla Porta,Stefania Sandrelli,Drama,32000000,4978074,7.1,0
Ambulance. Plan de huida,Jake Gyllenhaal,Yahya Abdul-Mateen II,Suspense,40000000,52303589,6.7,1
Saw VIII,Matt Passmore,Tobin Bell,Terror,10000000,102952888,6.2,1
El corredor del laberinto: Las pruebas,Dylan O'Brien,Kaya Scodelario,Ciencia ficción,61000000,312296056,6.732,1
El espantatiburones,Will Smith,Robert De Niro,Animación,75000000,367300000,6.03,1
Expediente Warren: Extremaunción,Patrick Wilson,Vera Farmiga,Terror,0,0,0.0,0
Animal,Ranbir Kapoor,Rashmika Mandanna,Acción,13000000,108300000,6.5,1
Oso vicioso,Keri Russell,Alden Ehrenreich,Suspense,32500000,88314672,6.1,1
Por encima de la ley 2,황정민,Jung Hae-in,Acción,0,0,6.6,0
Resident Evil: Bienvenidos a Raccoon City,Kaya Scodelario,Hannah John-Kamen,Terror,25000000,41914915,6.0,1
Destino final 2,A.J. Cook,Ali Larter,Terror,26000000,90900000,6.2,1
Eva,Angeli Khang,Ava Mendez,Drama,0,0,5.3,0
Tengo ganas de ti,Mario Casas,Clara Lago,Drama,0,24016152,7.431,1
Capitán América: Brave New World,Anthony Mackie,Danny Ramirez,Acción,0,0,0.0,0
Isla de perros,Bryan Cranston,Koyu Rankin,Aventura,62770198,64337744,7.852,1
El muñeco de nieve,Michael Fassbender,Rebecca Ferguson,Crimen,35000000,43203413,5.214,1
13 Horas: Los soldados secretos de Bengasi,John Krasinski,James Badge Dale,Bélica,50000000,69411370,7.274,1
13 Horas: Los soldados secretos de Bengasi,John Krasinski,James Badge Dale,Bélica,50000000,69411370,7.274,1
Hitman: Agente 47,Rupert Friend,Zachary Quinto,Acción,35000000,81967450,5.864,1
El curandero,Leszek Lichota,Maria Kowalska,Drama,0,0,7.9,0
Juego prohibido (The Forbidden Play),橋本環奈,重岡大毅,Terror,0,0,5.8,0
Ape vs Mecha Ape,Tom Arnold,Eugenia Kuzmina,Acción,0,0,5.8,0
El regreso de la momia,Brendan Fraser,Rachel Weisz,Aventura,98000000,443280904,6.4,1
Sex Tape. Algo pasa en la nube,Cameron Diaz,Jason Segel,Comedia,40000000,126069509,5.403,1
El mundo en sus manos,Cuba Gooding Jr.,Kimberly Elise,Drama,0,0,7.8,0
Legend,Tom Hardy,Emily Browning,Crimen,25000000,42972994,7.057,1
Nosotros,Lupita Nyong'o,Winston Duke,Terror,20000000,256067149,7.0,1
Project X,Thomas Mann,Oliver Cooper,Comedia,12000000,102731865,6.882,1
El pianista,Adrien Brody,Thomas Kretschmann,Drama,35000000,120098945,8.38,1
Mulán 2,Ming-Na Wen,BD Wong,Animación,0,0,6.492,0
Rompiendo las reglas 3,Michael Jai White,Josh Barnett,Drama,0,0,7.0,0
La enfermera,Paz de la Huerta,Katrina Bowden,Terror,10000000,0,5.278,0
Ice Age 2: El deshielo,Ray Romano,John Leguizamo,Animación,80000000,660998756,6.7,1
Ice Age: El gran cataclismo,Ray Romano,John Leguizamo,Aventura,105000000,408579038,6.1,1
El ginecólogo de la mutua,Renzo Montagnani,Paola Senatore,Comedia,0,0,4.2,0
Ghostland,Crystal Reed,Mylène Farmer,Terror,0,0,7.378,0
Creed. La leyenda de Rocky,Michael B. Jordan,Sylvester Stallone,Acción,37000000,173600000,7.411,1
Dragon Ball: Gran aventura mística,Masako Nozawa,Hiromi Tsuru,Acción,0,8201600,6.7,1
Chicken Run: Amanecer de los nuggets,Thandiwe Newton,Zachary Levi,Familia,0,0,7.0,0
A Perfect Ending,Barbara Niven,Jessica Clark,Drama,175000,0,6.2,0
Ahora me ves,Jesse Eisenberg,Mark Ruffalo,Suspense,75000000,351700000,7.3,1
Que la fiesta continue,Ariane Ascaride,Jean-Pierre Darroussin,Drama,0,0,6.4,0
Monolith,Lily Sullivan,Ling Cooper Tang,Terror,0,12480,5.95,1
¡Tú la llevas!,Ed Helms,Jon Hamm,Comedia,28000000,75100000,6.708,1
Baby Driver,Ansel Elgort,Kevin Spacey,Acción,34000000,226945087,7.5,1
Eduardo Manostijeras,Johnny Depp,Winona Ryder,Fantasía,20000000,86024005,7.7,1
Insidious: La puerta roja,Ty Simpkins,Patrick Wilson,Terror,16000000,189086877,6.606,1
Ralph rompe Internet,John C. Reilly,Sarah Silverman,Familia,175000000,529323962,7.18,1
All You Need Is Blood,Logan Riley Bruner,Emma Chasse,Comedia,0,0,5.8,0
Alienoid: Regreso al futuro,류준열,김태리,Ciencia ficción,0,10693858,6.6,1
2001: una odisea del espacio,Keir Dullea,Gary Lockwood,Ciencia ficción,12000000,71923560,8.076,1
Ciudad de Dios,Alexandre Rodrigues,Leandro Firmino,Drama,3300000,30641770,8.426,1
La Patrulla Canina: La película,Tyler Perry,Ron Pardo,Animación,26000000,144327371,7.4,1
La niñera mágica y el Big Bang,Emma Thompson,Asa Butterfield,Comedia,35000000,93251121,6.297,1
Prison Break: Evasión final,Wentworth Miller,Sarah Wayne Callies,Acción,0,0,7.504,0
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Hiroshi Kamiya,Kazuhiko Inoue,Animación,0,0,7.4,0
"Teddy, la magia de la Navidad",Marte Klerck-Nilssen,John Brungot,Familia,0,6200000,7.1,1
Un don excepcional,Chris Evans,Mckenna Grace,Drama,7000000,40300000,8.029,1
Dragon Ball Z: La resurrección de Freezer,Masako Nozawa,Ryō Horikawa,Acción,5000000,61768190,6.8,1
Strangers: Capítulo 1,Madelaine Petsch,Froy Gutierrez,Terror,8500000,42452206,5.909,1
Los siete samuráis,Toshirō Mifune,志村喬,Acción,2000000,2626918,8.462,1
Matar o morir (Peppermint),Jennifer Garner,John Gallagher Jr.,Acción,25000000,53918723,6.72,1
Desmadre de padre,Adam Sandler,Andy Samberg,Comedia,70000000,58100000,5.814,0
Saltburn,Barry Keoghan,Jacob Elordi,Drama,20000000,21013738,7.0,1
Samaritan,Javon Walton,Sylvester Stallone,Ciencia ficción,100000000,0,6.721,0
"Harry Potter, 20º Aniversario: Regreso a Hogwarts",Daniel Radcliffe,Rupert Grint,Documental,0,0,7.308,0
Operación Trueno,Sean Connery,Claudine Auger,Aventura,9000000,141200000,6.648,1
Zombies Party,Simon Pegg,Nick Frost,Terror,6000000,39396175,7.5,1
惊天大营救,Tony Jaa,洪浚嘉,Crimen,0,0,0.0,0
Km. 666 (Desvío al infierno),Eliza Dushku,Desmond Harrington,Terror,12600000,28650575,6.355,1
El hombre invisible,Elisabeth Moss,Aldis Hodge,Suspense,7000000,144492724,7.1,1
Malditas,Daniela Casas,Noah Casas,Terror,400000,0,6.6,0
Dance Movie: Despatarre en la pista,Shoshana Bush,Damon Wayans Jr.,Música,25000000,31439140,4.826,1
Love Lesson,김선영,Byun Jun-suk,Romance,0,0,6.9,0
El Último verano,Léa Drucker,Samuel Kircher,Drama,0,1022551,6.0,1
Jugada salvaje,Jason Statham,Michael Angarano,Suspense,30000000,6738764,5.67,0
Amor a quemarropa,Christian Slater,Patricia Arquette,Acción,12500000,12600000,7.5,1
Hunting Games,Chris 'C.T.' Tamburello,Tito Ortiz,Acción,0,0,4.2,0
Bumblebee,Hailee Steinfeld,John Cena,Acción,135000000,467989645,6.7,1
All Eyes Off Me,Elisheva Weil,Leib Levin,Drama,0,0,5.0,0
"Ruby, aventuras de una kraken adolescente",Lana Condor,Toni Collette,Animación,70000000,46247409,7.262,0
Sin tiempo para espiar: Una peli de Una casa de locos,Bentley Griffin,Alex Cazares,Animación,0,0,7.054,0
Un mar de enredos,Anna Faris,Eugenio Derbez,Romance,12000000,91244913,6.6,1
Vuelta al insti,Rebel Wilson,Sam Richardson,Comedia,0,0,5.9,0
Rambo: Last Blood,Sylvester Stallone,Paz Vega,Acción,50000000,91500000,6.5,1
El dictador,Sacha Baron Cohen,Ben Kingsley,Comedia,65000000,179379533,6.2,1
Un golpe a la inversa,陳柏霖,Cecilia Choi,Acción,0,0,6.2,0
배달노출: 알몸으로 유혹하기,유정,Yoon So-jung,Romance,0,0,7.2,0
La familia Addams,Raúl Juliá,Anjelica Huston,Comedia,30000000,191502426,7.1,1
Blitz,Jason Statham,Paddy Considine,Crimen,15774948,15800000,6.2,1
Warrior,Joel Edgerton,Tom Hardy,Drama,25000000,23300000,7.848,0
Pesadilla en Elm Street,Heather Langenkamp,Robert Englund,Terror,1800000,57004513,7.3,1
Aves de presa (y la fantabulosa emancipación de Harley Quinn),Margot Robbie,Rosie Perez,Acción,75000000,205537933,6.9,1
Malditas,Daniela Casas,Noah Casas,Terror,400000,0,6.6,0
The Gentlemen: Los señores de la mafia,Matthew McConaughey,Charlie Hunnam,Acción,22000000,115171795,7.68,1
Zodiac,Jake Gyllenhaal,Mark Ruffalo,Crimen,65000000,84785914,7.523,1
El graduado,Anne Bancroft,Dustin Hoffman,Drama,3000000,104945305,7.6,1
El graduado,Anne Bancroft,Dustin Hoffman,Drama,3000000,104945305,7.6,1
Lazos ardientes,Gina Gershon,Jennifer Tilly,Drama,4500000,7011317,7.2,1
Prisioneros,Hugh Jackman,Jake Gyllenhaal,Drama,46000000,122126687,8.1,1
La llamada de lo salvaje,Harrison Ford,Dan Stevens,Aventura,109000000,111200000,7.6,1
El hombre del norte,Alexander Skarsgård,Nicole Kidman,Acción,80000000,69633110,7.058,0
¡Nop!,Daniel Kaluuya,Keke Palmer,Terror,68000000,170823080,6.8,1
Robot Dreams,Ivan Labanda,Tito Trifol,Animación,5300000,4656348,8.1,0
American Pie presenta: Una fiesta de pelotas,John White,Jessy Schram,Comedia,0,0,5.509,0
Bolt,John Travolta,Susie Essman,Animación,150000000,309979994,6.518,1
Alicia en el país de las maravillas,Kathryn Beaumont,Ed Wynn,Animación,3000000,57200000,7.196,1
Resident Evil: Death Island,Matthew Mercer,Nicole Tompkins,Animación,0,53929,7.4,1
La Gran Muralla,Matt Damon,景甜,Acción,150000000,331957105,6.028,1
El quinto elemento,Bruce Willis,Milla Jovovich,Ciencia ficción,90000000,263920180,7.6,1
Black Lotus,Rico Verhoeven,Frank Grillo,Acción,0,0,6.6,0
Misión imposible: Nación secreta,Tom Cruise,Jeremy Renner,Acción,150000000,682716636,7.2,1
Battleship,Taylor Kitsch,Tadanobu Asano,Suspense,209000000,303025485,5.854,1
Camino sangriento 3,Tom Frederic,Janet Montgomery,Terror,3000000,0,5.7,0
The Arctic Convoy,Tobias Santelmann,Anders Baasmo Christiansen,Bélica,6600000,3637940,6.8,0
Saw,Cary Elwes,Leigh Whannell,Terror,1200000,103911669,7.421,1
Las crónicas de Narnia: La travesía del viajero del alba,Georgie Henley,Skandar Keynes,Aventura,155000000,415686217,6.4,1
Sree Hari Hara Sudhan Swami Ayyappan,Desconocido,Desconocido,Animación,0,0,9.0,0
Infiltrados en clase,Jonah Hill,Channing Tatum,Acción,42000000,201585328,6.9,1
2012,John Cusack,Amanda Peet,Acción,200000000,791217826,5.844,1
Los tipos malos 2,Sam Rockwell,Marc Maron,Animación,0,0,0.0,0
Liga de la Justicia: Crisis en Tierras Infinitas - Parte 2,Jensen Ackles,Darren Criss,Animación,0,0,7.0,0
Como Dios,Jim Carrey,Morgan Freeman,Fantasía,80000000,484600000,6.715,1
Los descendientes,Dove Cameron,Sofia Carson,Familia,0,0,7.138,0
El planeta del tesoro,Joseph Gordon-Levitt,Brian Murray,Aventura,140000000,109578115,7.557,0
La huérfana,Vera Farmiga,Peter Sarsgaard,Terror,20000000,77912251,6.998,1
Portales,Josh Peck,Wilson Bethel,Ciencia ficción,0,0,4.9,0
Misión Ataque,John Abraham,Serena Walia,Acción,9600000,2600000,6.7,0
La rifa,Monica Bellucci,Giulio Scarpati,Drama,0,0,6.7,0
Equipaje de mano,Taron Egerton,Jason Bateman,Acción,0,0,0.0,0
Confesiones de Tinto Brass,Tinto Brass,Cinzia Roccaforte,Comedia,0,0,5.823,0
My Hero Academia 3: Misión mundial de héroes,Daiki Yamashita,Nobuhiko Okamoto,Animación,0,40856547,7.61,1
Dog - Un viaje salvaje,Channing Tatum,Aavi Haas,Drama,20000000,84774243,7.307,1
Operación Fortune: El gran engaño,Jason Statham,Aubrey Plaza,Acción,50000000,37800000,6.5,0
El exorcismo de Dios,Will Beinbrink,María Gabriela de Faría,Terror,1500000,0,7.103,0
Alien: Resurrección,Sigourney Weaver,Winona Ryder,Ciencia ficción,70000000,162000000,6.156,1
Holocausto caníbal,Robert Kerman,Francesca Ciardi,Terror,100000,2000000,6.3,1
El corredor del laberinto: La cura mortal,Dylan O'Brien,Kaya Scodelario,Ciencia ficción,62000000,288175335,7.103,1
Calificadas X: las mejores películas para adultos de todos los tiempos,Chanel Preston,Christy Canyon,Documental,0,0,6.4,0
Amor y otras drogas,Jake Gyllenhaal,Anne Hathaway,Drama,30000000,102800000,7.049,1
キングダム　大将軍の帰還,山﨑賢人,吉沢亮,Acción,0,0,7.5,0
Ant-Man y la Avispa,Paul Rudd,Evangeline Lilly,Acción,140000000,622674139,6.9,1
Jack Reacher: Nunca vuelvas atrás,Tom Cruise,Cobie Smulders,Acción,60000000,162100000,5.989,1
El jorobado de Notre Dame,Tom Hulce,Demi Moore,Drama,100000000,325300000,7.1,1
Bullet Train,Brad Pitt,Joey King,Acción,90000000,239300000,7.4,1
Annabelle: Vuelve a casa,Mckenna Grace,Madison Iseman,Terror,27000000,231252591,6.4,1
La venganza del conde de Montecristo,Jim Caviezel,Guy Pearce,Aventura,35000000,75400000,7.668,1
O Filho do Homem,Allan Ralph,Fernanda Martinez,Drama,0,0,0.0,0
Érase una vez en… Hollywood,Leonardo DiCaprio,Brad Pitt,Comedia,95000000,374300000,7.4,1
Damaged,Samuel L. Jackson,Vincent Cassel,Acción,0,0,5.8,0
1917,George MacKay,Dean-Charles Chapman,Bélica,100000000,394638258,7.991,1
Proyecto Rampage,Dwayne Johnson,Naomie Harris,Acción,120000000,428028233,6.5,1
Animales racionales,Carole Kirkham,Geir Indvard,Ciencia ficción,0,0,4.1,0
El gato con botas,Antonio Banderas,Salma Hayek Pinault,Animación,130000000,554987477,6.569,1
300,Gerard Butler,Lena Headey,Acción,65000000,456082343,7.2,1
Oscuridad total,Samuel Le Bihan,Amir el Kacem,Aventura,0,0,5.8,0
The Sadness,雷嘉汭,Berant Zhu,Terror,0,0,6.796,0
El monstruo marino,Karl Urban,Zaris-Angel Hator,Animación,0,0,7.356,0
Un mundo de fantasía,Gene Wilder,Peter Ostrum,Familia,3000000,4000000,7.5,1
Inuman Session with Avina,Desconocido,Desconocido,Desconocido,0,0,0.0,0
Familia revuelta,Jennifer Garner,Ed Helms,Comedia,0,0,6.399,0
El diablo a todas horas,Tom Holland,Bill Skarsgård,Crimen,0,0,7.2,0
Jeepers Creepers,Gina Philips,Justin Long,Terror,10000000,59217789,6.47,1
Escuadrón suicida,Will Smith,Jared Leto,Acción,175000000,749200054,5.9,1
The Human Centipede (First Sequence),Dieter Laser,Ashley C. Williams,Terror,2000000,252207,5.241,0
Monstruo,Sakura Ando,永山瑛太,Misterio,0,0,8.0,0
El padrino. Parte III,Al Pacino,Diane Keaton,Crimen,54000000,136766062,7.4,1
Misiones cruzadas,황정민,염정아,Acción,0,0,7.0,0
Los cazafantasmas,Bill Murray,Dan Aykroyd,Comedia,30000000,296578797,7.488,1
Eyes Wide Shut,Tom Cruise,Nicole Kidman,Drama,65000000,162100000,7.5,1
La historia interminable,Noah Hathaway,Barret Oliver,Aventura,27000000,20158808,7.2,0
El renacido,Leonardo DiCaprio,Tom Hardy,Western,135000000,532950503,7.5,1
Godzilla vs. Kong,Alexander Skarsgård,Rebecca Hall,Acción,200000000,470116094,7.6,1
Splice: Experimento mortal,Adrien Brody,Sarah Polley,Terror,26000000,0,5.88,0
El curioso caso de Benjamin Button,Brad Pitt,Cate Blanchett,Drama,150000000,335800000,7.59,1
Dragon Ball Z: Estalla el duelo,Bin Shimada,Masako Nozawa,Animación,0,21658982,7.2,1
Cómo entrenar a tu dragón: La leyenda del Robahuesos,Jay Baruchel,Gerard Butler,Animación,0,0,6.9,0
Hermano oso,Joaquin Phoenix,Jeremy Suarez,Aventura,128000000,250397798,7.3,1
Nadie te salvará,Kaitlyn Dever,Elizabeth Kaluev,Terror,22800000,0,6.697,0
The Legend of Catclaws Mountain,Hayden Hishaw,James Duval,Fantasía,0,0,6.2,0
Emma.,Anya Taylor-Joy,Johnny Flynn,Comedia,10000000,25200000,7.022,1
Crescent City,Terrence Howard,Esai Morales,Crimen,0,0,5.9,0
Los siete samuráis,Toshirō Mifune,志村喬,Acción,2000000,2626918,8.462,1
Infiltrados en la universidad,Jonah Hill,Channing Tatum,Crimen,50000000,331333876,6.839,1
Zombies Party,Simon Pegg,Nick Frost,Terror,6000000,39396175,7.5,1
Vasallord,藤原啓治,置鮎龍太郎,Animación,0,0,5.5,0
Descubriendo a los Robinsons,Daniel Hansen,Jordan Fry,Animación,150000000,169332978,6.918,1
Las brujas (de Roald Dahl),Anne Hathaway,Octavia Spencer,Familia,0,29303571,6.4,1
Agente 007 contra el Dr. No,Sean Connery,Ursula Andress,Aventura,1000000,59000000,7.0,1
The Town: Ciudad de ladrones,Ben Affleck,Jeremy Renner,Crimen,37000000,154026136,7.217,1
Sting. Araña asesina,Alyla Browne,Ryan Corr,Terror,0,1090798,6.262,1
Home: Hogar dulce hogar,Jim Parsons,Rihanna,Fantasía,135000000,368871007,6.8,1
Imparable,마동석,송지효,Crimen,0,9512390,7.4,1
Jason Bourne,Matt Damon,Tommy Lee Jones,Acción,120000000,415484914,6.4,1
花と蛇 ZERO,Maiko Amano,濱田のり子,Misterio,0,0,6.2,0
Argylle,Bryce Dallas Howard,Sam Rockwell,Acción,200000000,96175599,6.1,0
Perfect Days,役所広司,柄本時生,Drama,14000000,24094016,7.787,1
Project Wolf Hunting,서인국,장동윤,Acción,9000000,20541,6.387,0
Melissa,María Valverde,Letizia Ciampa,Drama,0,7450832,4.6,1
El hogar de Miss Peregrine para niños peculiares,Eva Green,Asa Butterfield,Fantasía,110000000,296482446,6.8,1
Grease,Olivia Newton-John,John Travolta,Romance,6000000,396271103,7.4,1
Imaginary,DeWanda Wise,Taegen Burns,Terror,13000000,39010693,6.06,1
Cenicienta,Camila Cabello,Nicholas Galitzine,Fantasía,0,0,6.4,0
101 dálmatas,Rod Taylor,J. Pat O'Malley,Aventura,3600000,303000000,7.18,1
City Hunter,鈴木亮平,森田望智,Acción,0,0,6.5,0
Overlord,Jovan Adepo,Wyatt Russell,Terror,38000000,41657844,6.7,1
El Arca de Noé,Rodrigo Santoro,Alice Braga,Animación,0,2162345,6.8,1
El hombre lobo,Benicio del Toro,Anthony Hopkins,Terror,150000000,140700000,5.867,0
ธี่หยด,ณเดชน์ คูกิมิยะ,กาจบัณฑิต ใจดี,Terror,0,15150000,7.6,1
Hotel Transilvania 2,Adam Sandler,Andy Samberg,Animación,80000000,473200000,6.8,1
Gigoló,Rob Schneider,William Forsythe,Comedia,17000000,65500000,5.976,1
Indiana Jones y la última cruzada,Harrison Ford,Sean Connery,Aventura,48000000,474171806,7.851,1
¡Vaya Santa Claus!,Tim Allen,Judge Reinhold,Fantasía,22000000,189833357,6.5,1
Amelie,Audrey Tautou,Mathieu Kassovitz,Comedia,10000000,173921954,7.9,1
El amor no cuesta nada,Nick Cannon,Christina Milian,Comedia,0,21964072,7.4,1
Donnie Darko,Jake Gyllenhaal,Jena Malone,Fantasía,4500000,7500000,7.8,1
Los Juegos del Hambre: En llamas,Jennifer Lawrence,Josh Hutcherson,Aventura,130000000,865011746,7.428,1
The Witch Revenge,Тетяна Малкова,Тарас Цимбалюк,Terror,0,0,6.2,0
Unidos,Tom Holland,Chris Pratt,Familia,200000000,141940042,7.683,0
El secreto de Adaline,Blake Lively,Michiel Huisman,Romance,25000000,65663276,7.48,1
Un ladrón honesto,Liam Neeson,Kate Walsh,Suspense,0,31220247,6.5,1
Fractura,Sam Worthington,Lily Rabe,Suspense,0,0,6.7,0
La cabaña,Sam Worthington,Octavia Spencer,Drama,20000000,96942115,7.5,1
La matanza de Texas 3D,Alexandra Daddario,Dan Yeager,Terror,20000000,47300000,5.5,1
Bread & Roses,Desconocido,Desconocido,Documental,0,0,8.5,0
"Nicky, la aprendiz de bruja",Minami Takayama,Rei Sakuma,Animación,6900000,4493017,7.8,0
Campanilla y la leyenda de la bestia,Ginnifer Goodwin,Mae Whitman,Aventura,0,0,7.312,0
Kiskisan,Apple Dy,Skye Gonzaga,Drama,0,0,0.0,0
La infiltrada,Carolina Yuste,Luis Tosar,Drama,0,0,6.824,0
65,Adam Driver,Ariana Greenblatt,Acción,45000000,55000000,6.0,1
Dragon Ball Z: El ataque del dragón,Masako Nozawa,Takeshi Kusao,Animación,0,24000000,7.3,1
La autopsia de Jane Doe,Emile Hirsch,Brian Cox,Terror,4000000,6170043,6.8,1
Upgrade: Primera clase,Camila Mendes,Archie Renaux,Romance,0,0,7.2,0
Rompenieves (Snowpiercer),Chris Evans,송강호,Acción,39200000,86758912,6.904,1
내 친구의 엄마,Lee Eun-mi,Lee Yoo-chan,Romance,0,0,3.5,0
Dinosaurio,D.B. Sweeney,Alfre Woodard,Animación,127500000,354248063,6.543,1
Loco y Estúpido Amor,Steve Carell,Ryan Gosling,Comedia,50000000,145079584,7.26,1
Fuerza bruta: Castigo,마동석,김무열,Acción,0,0,6.8,0
Sospechosos habituales,Stephen Baldwin,Gabriel Byrne,Drama,6000000,23300000,8.2,1
Invasión,Fran Berenguer,Claudia Salas,Ciencia ficción,0,0,7.0,0
Kill Boy,Bill Skarsgård,Jessica Rothe,Crimen,18000000,3139717,6.8,0
Paddington,Ben Whishaw,Hugh Bonneville,Comedia,55000000,259207227,7.089,1
Hércules,Dwayne Johnson,Ian McShane,Acción,100000000,244819862,5.8,1
Eternals,Gemma Chan,Richard Madden,Ciencia ficción,200000000,402064899,6.9,1
玉蒲團之雲雨山莊,陳國權,潘震偉,Drama,0,0,7.0,0
Noryang: la batalla final,김윤석,백윤식,Acción,40000000,18200000,6.3,0
Amor redentor,Abigail Cowen,Tom Lewis,Romance,30000000,9500000,7.859,0
18금 아이돌 승하의 섹스 스캔들,채승하,Seo Bo-ra,Drama,0,0,6.9,0
Los tres mosqueteros: Milady,François Civil,Vincent Cassel,Aventura,39000000,21730766,6.428,0
X-Men: Fénix oscura,Sophie Turner,James McAvoy,Ciencia ficción,200000000,252442974,6.0,1
Juego de ladrones 2: Pantera,Gerard Butler,O'Shea Jackson Jr.,Acción,0,0,0.0,0
La escuela del bien y del mal,Sofia Wylie,Sophia Anne Caruso,Fantasía,0,0,7.1,0
El método Williams,Will Smith,Aunjanue Ellis-Taylor,Drama,50000000,39400000,7.654,0
