title,actor,actress,genre,budget,revenue,imdb_score,success
Dos tontos todavía más tontos,Jim Carrey,Laurie Holden,Comedia,40000000,169837010,5.561,1
Wanted Man,Dolph Lundgren,Christina Villa,Acción,0,0,6.7,0
The Unhealer,Lance Henriksen,Natasha Henstridge,Fantasía,0,0,6.1,0
The Interview,James Franco,Lizzy Caplan,Acción,44000000,12342632,6.2,0
Kelas Bintang - Salome,Desconocido,Ariele Bellus,Drama,0,0,10.0,0
Escupiré sobre tu tumba 3,Jeff Branson,Sarah Butler,Terror,0,144420,5.757,0
CODA: Los sonidos del silencio,Troy Kotsur,Emilia Jones,Drama,10000000,1905058,7.935,0
Verdad o reto,Tyler Posey,Lucy Hale,Suspense,3500000,95330493,5.938,1
Misión imposible 3,Tom Cruise,Michelle Monaghan,Aventura,150000000,398479497,6.739,1
Kaskasero,Itan Magnaye,Angela Morena,Drama,0,0,6.0,0
Alvin y las ardillas: Fiesta sobre ruedas,Jason Lee,Kimberly Williams-Paisley,Familia,90000000,233755553,6.0,1
Vida perra,Will Ferrell,Isla Fisher,Comedia,46000000,32000000,7.261,0
El patriota,Mel Gibson,Joely Richardson,Drama,110000000,215294342,7.184,1
Dentro del laberinto,David Bowie,Jennifer Connelly,Aventura,25000000,12729917,7.273,0
Jackie Brown,Samuel L. Jackson,Pam Grier,Crimen,12000000,74727492,7.357,1
Men in Black 3,Will Smith,Emma Thompson,Acción,225000000,624000000,6.524,1
Homestead,Neal McDonough,Dawn Olivieri,Acción,8000000,20196422,4.8,1
F Marry Kill,Jedidiah Goodacre,Lucy Hale,Comedia,0,0,6.3,0
El retorno del Jedi,Mark Hamill,Carrie Fisher,Aventura,32350000,572700000,7.899,1
El imperio contraataca,Mark Hamill,Carrie Fisher,Aventura,18000000,538400000,8.393,1
Transporter 3,Jason Statham,Natalya Rudakova,Acción,30000000,109000000,6.152,1
Los mercenarios 2,Sylvester Stallone,Yu Nan,Acción,100000000,314975955,6.349,1
La cara oculta,Quim Gutiérrez,Martina García,Suspense,0,0,7.3,0
El fuego de la venganza,Denzel Washington,Dakota Fanning,Acción,70000000,130300000,7.464,1
Siete hermanas,Willem Dafoe,Noomi Rapace,Ciencia ficción,20000000,27975429,7.16,1
Esencia de mujer,Al Pacino,Gabrielle Anwar,Drama,31000000,134100000,7.791,1
Hellboy II: El ejército dorado,Ron Perlman,Selma Blair,Fantasía,85000000,160388063,6.763,1
Empire of Lust,장혁,강한나,Romance,0,3191168,6.9,0
La caza,Ethan Suplee,Betty Gilpin,Acción,14000000,10550350,6.6,0
Lawrence de Arabia,Peter O'Toole,Desconocido,Aventura,15000000,69995385,8.0,1
"Lionheart, el luchador",Jean-Claude Van Damme,Lisa Pelikan,Acción,6000000,24271196,6.5,1
Predestination,Ethan Hawke,Sarah Snook,Ciencia ficción,5500000,4942449,7.433,0
Tiempo,Gael García Bernal,Vicky Krieps,Suspense,18000000,90146510,6.335,1
Los otros,James Bentley,Nicole Kidman,Terror,17000000,210000000,7.6,1
Espartaco,Kirk Douglas,Jean Simmons,Historia,12000000,60000000,7.5,1
Naruto Shippuden 3: Los Herederos de la Voluntad de Fuego,Kazuhiko Inoue,Junko Takeuchi,Acción,0,8100000,7.322,0
Ira de titanes,Sam Worthington,Rosamund Pike,Fantasía,150000000,301970083,5.742,1
Bedspacer,Matthew Francisco,Christine Bermas,Suspense,0,0,4.4,0
Malèna,Giuseppe Sulfaro,Monica Bellucci,Drama,0,14493284,7.423,0
The Ring (La señal),Martin Henderson,Naomi Watts,Terror,48000000,249348933,6.672,1
¿Todo bien?,Jermaine Fowler,Dakota Johnson,Comedia,0,0,6.43,0
Beezel,LeJon Woods,Victoria Fratz Fradkin,Terror,0,0,6.0,0
La mujer infiel,Michel Bouquet,Stéphane Audran,Crimen,0,0,6.9,0
La jungla 2: Alerta roja,Bruce Willis,Bonnie Bedelia,Acción,70000000,240031094,7.0,1
Lara Croft: Tomb Raider,Iain Glen,Angelina Jolie,Aventura,115000000,274703340,5.899,1
Escupiré sobre tu tumba 2,Joe Absolom,Jemma Dallender,Suspense,0,678604,6.3,0
Underworld: La rebelión de los licántropos,Bill Nighy,Rhona Mitra,Fantasía,35000000,92158961,6.528,1
Entrevista con el vampiro,Tom Cruise,Kirsten Dunst,Terror,60000000,223664608,7.379,1
Viernes 13,Kevin Bacon,Betsy Palmer,Terror,550000,59754601,6.407,1
Agente 007 contra el Dr. No,Sean Connery,Ursula Andress,Aventura,1000000,59000000,6.988,1
Hunter Killer: Caza en las profundidades,Gerard Butler,Linda Cardellini,Acción,40000000,31672678,6.9,0
La novia de Chucky,Brad Dourif,Jennifer Tilly,Comedia,25000000,50671850,6.077,1
Rompiendo las reglas 3,Michael Jai White,Gillian White,Drama,0,0,7.0,0
The Human Centipede 3 (Final Sequence),Dieter Laser,Bree Olson,Terror,0,16184,3.7,0
La máscara 2 (El hijo de la máscara),Jamie Kennedy,Traylor Howard,Fantasía,84000000,59918422,4.219,0
Mononoke: El fantasma bajo la lluvia,Hiroshi Kamiya,黒沢ともよ,Animación,0,0,7.2,0
¡Socorro! Ya es Navidad,Chevy Chase,Beverly D'Angelo,Comedia,27000000,71300000,7.236,1
El fantasma de la ópera,Gerard Butler,Emmy Rossum,Suspense,70000000,154674241,7.246,1
El mito de Bourne,Matt Damon,Franka Potente,Acción,75000000,288500217,7.325,1
Emmanuelle 2: La antivirgen,Umberto Orsini,Sylvia Kristel,Drama,0,0,5.6,0
Cazadores de sombras: Ciudad de hueso,Jamie Campbell Bower,Lily Collins,Fantasía,60000000,95396573,6.442,1
Jojo Rabbit,Roman Griffin Davis,Thomasin McKenzie,Comedia,14000000,82468705,8.016,1
Vamos de polis,Jake Johnson,Nina Dobrev,Comedia,17000000,136600000,6.463,1
El reino mágico,Антон Шагин,Паулина Андреева,Aventura,8020000,0,6.825,0
Figuras ocultas,Kevin Costner,Taraji P. Henson,Drama,25000000,236000000,8.058,1
Misión Ataque,John Abraham,Rakul Preet Singh,Acción,9600000,2600000,6.7,0
American Gangster,Russell Crowe,Lymari Nadal,Drama,100000000,266500000,7.589,1
Hansel y Gretel: Cazadores de brujas,Jeremy Renner,Gemma Arterton,Fantasía,50000000,226349749,6.073,1
El libro de la vida,Diego Luna,Zoe Saldaña,Animación,50000000,97437106,7.543,1
Más allá de la esperanza,Josh Lucas,Chrissy Metz,Drama,14000000,49200000,7.624,1
El juego del asesino,Henry Cavill,Alexandra Daddario,Drama,0,1012932,6.6,0
Infierno blanco,Liam Neeson,Anne Openshaw,Drama,25000000,77278331,6.566,1
Midnight,위하준,진기주,Suspense,0,0,7.2,0
GoldenEye,Pierce Brosnan,Izabella Scorupco,Aventura,60000000,352194034,6.893,1
Duchess,Philip Winchester,Charlotte Kirk,Acción,0,0,6.167,0
El ultimátum de Bourne,Matt Damon,Julia Stiles,Acción,70000000,442824138,7.428,1
You're Killing Me,Dermot Mulroney,McKaley Miller,Terror,0,0,5.795,0
Alta tensión,Philippe Nahon,Cécile de France,Terror,2500000,6291958,6.743,1
La quinta ola,Nick Robinson,Chloë Grace Moretz,Ciencia ficción,38000000,109906372,5.9,1
Sangre por sangre,Damian Chapa,Karmin Murcelo,Crimen,35000000,4500000,8.1,0
Hombres de negro II,Tommy Lee Jones,Lara Flynn Boyle,Acción,140000000,445100000,6.372,1
Top Gunner: Danger Zone,Michael Paré,Torrey Richardson,Acción,0,0,5.8,0
Calificadas X: las mejores películas para adultos de todos los tiempos,Ron Jeremy,Chanel Preston,Documental,0,0,6.4,0
El príncipe de Zamunda,Eddie Murphy,Shari Headley,Comedia,30000000,288752301,6.884,1
Sexo en Nueva York,Chris Noth,Sarah Jessica Parker,Comedia,65000000,418800000,6.6,1
Mamma mia!,Pierce Brosnan,Meryl Streep,Comedia,52000000,609841637,7.0,1
Mamma mia!,Pierce Brosnan,Meryl Streep,Comedia,52000000,609841637,7.0,1
Good Boy,Gard Løkke,Desconocido,Terror,8500,0,6.5,0
Hacia rutas salvajes,Emile Hirsch,Marcia Gay Harden,Aventura,15000000,56255142,7.8,1
가루지기,봉태규,김예원,Comedia,0,0,5.8,0
劇場版 推しが武道館いってくれたら死ぬ,豊田裕大,松村沙友理,Drama,0,0,6.0,0
Mi amigo el gigante,Mark Rylance,Ruby Barnhill,Aventura,140000000,195243411,6.3,1
Batman vuelve,Michael Keaton,Michelle Pfeiffer,Acción,80000000,280000000,6.933,1
El retorno de las brujas,Omri Katz,Bette Midler,Fantasía,28000000,51663767,7.0,1
El Camino: Una película de Breaking Bad,Aaron Paul,Krysten Ritter,Crimen,0,0,7.0,0
Kingmaker,Nicolas Bro,Lene Maria Christensen,Suspense,0,0,6.8,0
Midnight in Paris,Owen Wilson,Rachel McAdams,Fantasía,17000000,151119219,7.527,1
El reino mágico,Антон Шагин,Паулина Андреева,Aventura,8020000,0,6.825,0
Capitán América: El soldado de invierno,Chris Evans,Scarlett Johansson,Acción,170000000,714766572,7.658,1
"A Wong Foo, ¡gracias por todo! Julie Newmar",Patrick Swayze,Stockard Channing,Comedia,0,47774193,7.3,0
Tiempo de matar,Matthew McConaughey,Sandra Bullock,Crimen,40000000,152266007,7.4,1
La familia Addams: La tradición continúa,Raúl Juliá,Anjelica Huston,Comedia,47000000,48919043,6.955,1
Brooklyn 45,Ezra Buzzington,Anne Ramsay,Terror,0,0,6.0,0
O Mestre da Fumaça,Daniel Rocha,Luana Frez,Acción,120000,0,7.4,0
"Conan, el bárbaro",Arnold Schwarzenegger,Sandahl Bergman,Aventura,20000000,73951475,6.803,1
Junto a los dioses: Los últimos 49 días,하정우,김향기,Acción,18300000,112790210,8.098,1
Pesadillas 2: Noche de Halloween,Jeremy Ray Taylor,Madison Iseman,Comedia,35000000,93320380,6.1,1
No negociable,Mauricio Ochmann,Tato Alexander,Acción,0,0,6.1,0
The Holiday (Vacaciones),Jude Law,Cameron Diaz,Comedia,85000000,194168700,7.094,1
El agente invisible,Ryan Gosling,Ana de Armas,Acción,200000000,454023,6.951,0
Niégalo siempre,André Dussollier,Sabine Azéma,Comedia,5000000,6483501,6.3,1
Underworld: El despertar,Stephen Rea,Kate Beckinsale,Fantasía,70000000,160112671,6.3,1
Skyfall,Daniel Craig,Judi Dench,Acción,200000000,1108594176,7.247,1
Arthur y los Minimoys,Freddie Highmore,Madonna,Aventura,86000000,108605609,6.4,1
Argylle,Sam Rockwell,Bryce Dallas Howard,Acción,200000000,96221061,6.081,0
Armageddon,Bruce Willis,Liv Tyler,Acción,140000000,553799566,6.841,1
Érase una vez en América,Robert De Niro,Elizabeth McGovern,Drama,30000000,5500000,8.4,0
Lawrence de Arabia,Peter O'Toole,Desconocido,Aventura,15000000,69995385,8.0,1
57 Segundos,Josh Hutcherson,Lovie Simone,Suspense,0,0,6.1,0
Dumbo,Edward Brophy,Margaret Wright,Animación,812000,1600000,7.001,1
El niño que domó el viento,Maxwell Simba,Aïssa Maïga,Drama,0,0,7.9,0
Unidos,Tom Holland,Julia Louis-Dreyfus,Familia,200000000,141940042,7.7,0
Meteoro,Robert Keith,Olivia Nash,Ciencia ficción,0,0,5.4,0
Jurassic Park (Parque Jurásico),Sam Neill,Laura Dern,Aventura,63000000,920100000,7.951,1
Renfield,Nicholas Hoult,Awkwafina,Comedia,65000000,26874347,6.5,0
Campanilla y el gran rescate,Michael Sheen,Mae Whitman,Animación,0,0,6.7,0
"Jack, el cazagigantes",Nicholas Hoult,Eleanor Tomlinson,Fantasía,195000000,197700000,5.846,1
El castillo en el cielo,Minori Terada,よこざわけい子,Aventura,3000000,5228752,8.0,1
El proyecto de la bruja de Blair,Joshua Leonard,Rei Hance,Terror,60000,248639099,6.345,1
Cinema Paradiso,Philippe Noiret,Agnese Nano,Drama,5000000,11990401,8.4,1
¡Tú la llevas!,Ed Helms,Annabelle Wallis,Comedia,28000000,75100000,6.711,1
El caso Abel Trem,István Znamenák,Lilla Kizlinger,Drama,0,0,7.1,0
Aguanta la respiración,Ebon Moss-Bachrach,Sarah Paulson,Terror,0,0,5.9,0
Dogman,Caleb Landry Jones,Jojo T. Gibbs,Acción,22700000,4082217,7.903,0
Gremlins,Zach Galligan,Phoebe Cates,Fantasía,11000000,153083102,7.1,1
Elvis,Austin Butler,Olivia DeJonge,Drama,85000000,288670284,7.515,1
Misión imposible 3,Tom Cruise,Michelle Monaghan,Aventura,150000000,398479497,6.739,1
El gato con botas: Los tres diablos,Antonio Banderas,Charlotte Newhouse,Aventura,0,0,6.517,0
Ángeles Cotidianos,Alan Ritchson,Hilary Swank,Drama,13000000,20571534,7.8,1
La fiesta de las salchichas,Seth Rogen,Kristen Wiig,Aventura,19000000,140705322,5.747,1
Los Voyeurs,Justice Smith,Sydney Sweeney,Suspense,0,0,6.6,0
Holocausto caníbal,Robert Kerman,Francesca Ciardi,Terror,100000,2000000,6.3,1
El protector,Liam Neeson,Katheryn Winnick,Acción,23000000,23076711,6.83,1
"Money, Guns and a Merry Christmas",Drew Ater,Anna Stadler,Drama,0,0,0.0,0
Snake Eyes: El origen,Henry Golding,Haruka Abe,Acción,88000000,36964325,6.5,0
Batman y Robin,Arnold Schwarzenegger,Uma Thurman,Acción,125000000,238207122,4.365,1
Batman y Robin,Arnold Schwarzenegger,Uma Thurman,Acción,125000000,238207122,4.365,1
Las colinas tienen ojos,Aaron Stanford,Kathleen Quinlan,Terror,15000000,69623713,6.432,1
친구엄마,Kim Young-sam,Ah Ri,Drama,0,0,5.0,0
La Granja,Alec Gaylord,Nora Yessayan,Terror,0,0,5.358,0
Un amor contra viento y marea,शाहरुख़ ख़ान,Kajol,Comedia,13200000,100000000,8.5,1
El abismo secreto,Miles Teller,Anya Taylor-Joy,Acción,0,0,0.0,0
La purga infinita,Josh Lucas,Ana de la Reguera,Acción,18000000,76994245,6.918,1
Objetivo: Londres,Gerard Butler,Angela Bassett,Acción,60000000,205754447,6.206,1
12 valientes,Chris Hemsworth,Elsa Pataky,Bélica,35000000,67450815,6.329,1
Muerte en el Nilo,Kenneth Branagh,Annette Bening,Misterio,90000000,137307235,6.428,1
Sin City: Una dama por la que matar,Bruce Willis,Jessica Alba,Crimen,65000000,39400000,6.4,0
Las Quintillizas: La Película,Yoshitsugu Matsuoka,Kana Hanazawa,Animación,0,17288993,8.4,0
Dragon Ball Z: ¡Fusión!,Ryō Horikawa,Masako Nozawa,Animación,0,23500000,7.5,0
Los ángeles de Charlie,Patrick Stewart,Kristen Stewart,Acción,48000000,73279888,6.418,1
No mires arriba,Leonardo DiCaprio,Jennifer Lawrence,Comedia,75000000,791863,7.081,0
Rocky III,Sylvester Stallone,Talia Shire,Drama,17000000,269952898,6.893,1
Desaparecida sin rastro,Gerard Butler,Jaimie Alexander,Acción,0,5950199,6.4,0
El peque se va de marcha,Joe Mantegna,Lara Flynn Boyle,Comedia,50000000,16671505,6.4,0
Redada Asesina 2,Iko Uwais,Julie Estelle,Acción,4500000,6566916,7.607,1
Entre pillos anda el juego,Dan Aykroyd,Kristin Holby,Comedia,15000000,90404800,7.218,1
12 valientes,Chris Hemsworth,Elsa Pataky,Bélica,35000000,67450815,6.329,1
Hijos de los hombres,Clive Owen,Clare-Hope Ashitey,Drama,76000000,70595464,7.614,0
Temurun,Bryan Domani,Yasamin Jasem,Terror,0,0,6.0,0
Destino final 3,Ryan Merriman,Mary Elizabeth Winstead,Terror,25000000,118890272,6.102,1
Los 4 fantásticos,Ioan Gruffudd,Jessica Alba,Acción,100000000,333535934,5.785,1
Jungla de cristal: la venganza,Bruce Willis,Colleen Camp,Acción,90000000,366101666,7.3,1
Sweeney Todd: El barbero diabólico de la calle Fleet,Johnny Depp,Helena Bonham Carter,Drama,50000000,152000000,7.2,1
Muñeco diabólico,Alex Vincent,Catherine Hicks,Terror,9000000,44196684,6.723,1
Los 4 fantásticos y Silver Surfer,Ioan Gruffudd,Jessica Alba,Ciencia ficción,130000000,301913131,5.608,1
Rule 34,Lucas Andrade,Sol Miranda,Drama,0,0,5.618,0
Ha nacido una estrella,Bradley Cooper,Lady Gaga,Música,36000000,436388866,7.5,1
El proyecto de la bruja de Blair,Joshua Leonard,Rei Hance,Terror,60000,248639099,6.345,1
Los Voyeurs,Justice Smith,Sydney Sweeney,Suspense,0,0,6.6,0
Sinister,Ethan Hawke,Juliet Rylance,Terror,3000000,82515113,6.867,1
La leyenda del Zorro,Antonio Banderas,Catherine Zeta-Jones,Acción,75000000,142400000,6.1,1
Silent Hill,Sean Bean,Radha Mitchell,Terror,50000000,100605135,6.575,1
Desafío total,Arnold Schwarzenegger,Rachel Ticotin,Acción,65000000,261317921,7.308,1
How to Have Sex,Samuel Bottomley,Mia McKenna-Bruce,Drama,0,1216642,6.3,0
Una serie de catastróficas desdichas de Lemony Snicket,Liam Aiken,Emily Browning,Aventura,140000000,209073645,6.8,1
El exorcismo de Emily Rose,Tom Wilkinson,Laura Linney,Crimen,19000000,145166804,6.591,1
Amor de gata,Natsuki Hanae,志田未来,Animación,0,0,7.9,0
Noche en el museo 2,Ben Stiller,Amy Adams,Aventura,150000000,413106170,6.142,1
사촌여동생,Park Seon-woo,Yoo Ji-won,Drama,0,0,6.8,0
玉蒲團III官人我要,徐錦江,鍾真,Comedia,0,0,6.6,0
Training Day (Día de entrenamiento),Denzel Washington,Macy Gray,Acción,45000000,104900000,7.508,1
El efecto mariposa,Ashton Kutcher,Amy Smart,Ciencia ficción,13000000,96800000,7.578,1
Los Viernes de Freddy,Jase Rivers,Danielle Scott,Terror,0,0,5.8,0
Dos padres por desigual,Will Ferrell,Linda Cardellini,Comedia,69000000,180613180,6.299,1
The Descent,Leslie Simpson,Shauna Macdonald,Aventura,3500000,57130027,6.965,1
Ciberinfierno: La investigación que destapó el horror,Desconocido,Desconocido,Documental,0,0,7.2,0
Tú me hiciste mujer,Patrick Dewaere,Ariel Besse,Drama,0,0,6.6,0
Robin Hood,Brian Bedford,Monica Evans,Animación,5000000,33000000,7.302,1
Rompiendo las reglas 2: El golpe final,Michael Jai White,Stacey Asaro,Drama,3000000,0,6.4,0
Calígula,Malcolm McDowell,Teresa Ann Savoy,Drama,17500000,23400000,6.0,1
Jeepers Creepers: El renacer,Imran Adams,Sydney Craven,Terror,5000000,6175213,5.4,1
La isla,Ewan McGregor,Scarlett Johansson,Acción,126000000,162949164,6.674,1
As the Gods Will,福士蒼汰,Hirona Yamazaki,Suspense,0,0,7.144,0
Secretary,James Spader,Maggie Gyllenhaal,Comedia,4000000,9300000,6.8,1
Ghost in the Shell,Akio Otsuka,Atsuko Tanaka,Acción,3000000,10000000,7.929,1
Fantástico Sr. Fox,George Clooney,Meryl Streep,Aventura,40000000,46471023,7.8,1
Regreso al futuro III,Michael J. Fox,Mary Steenburgen,Aventura,40000000,244527583,7.482,1
Algunos hombres buenos,Tom Cruise,Demi Moore,Drama,40000000,243240178,7.547,1
Birdman o (la inesperada virtud de la ignorancia),Michael Keaton,Emma Stone,Drama,18000000,103215094,7.461,1
Una Cenicienta moderna,Chad Michael Murray,Hilary Duff,Comedia,19000000,70067909,6.6,1
Latencia,Robert Coleby,Sasha Luss,Ciencia ficción,0,0,5.581,0
Infiltrados en la universidad,Jonah Hill,Amber Stevens West,Crimen,50000000,331333876,6.835,1
Spectre,Daniel Craig,Léa Seydoux,Acción,245000000,880707597,6.554,1
Una proposición indecente,Robert Redford,Demi Moore,Romance,38000000,266614059,6.376,1
Cuando Harry encontró a Sally,Billy Crystal,Meg Ryan,Comedia,16000000,92823546,7.4,1
Lilo & Stitch 2: El efecto del defecto,Chris Sanders,Dakota Fanning,Animación,0,0,6.6,0
Straight Outta Compton,O'Shea Jackson Jr.,Carra Patterson,Drama,28000000,201634991,7.782,1
El código Da Vinci,Tom Hanks,Audrey Tautou,Suspense,125000000,767800000,6.724,1
Tu mejor amigo,Josh Gad,Britt Robertson,Aventura,22000000,205000000,7.636,1
Fighter,Hrithik Roshan,Deepika Padukone,Acción,30069500,43160558,6.091,1
8 millas,Eminem,Kim Basinger,Drama,41000000,242875078,7.139,1
Asesinato en el Orient Express,Kenneth Branagh,Michelle Pfeiffer,Misterio,55000000,352800000,6.704,1
Lo imposible,Ewan McGregor,Naomi Watts,Drama,45000000,198100000,7.362,1
Plan de Escape,Sylvester Stallone,Amy Ryan,Acción,50000000,137328301,6.727,1
Identidad,John Cusack,Amanda Peet,Misterio,28000000,90259536,7.185,1
Flamin'Hot: La historia de los Cheetos picantes,Jesse Garcia,Annie Gonzalez,Drama,0,0,7.968,0
Casi 300,Sean Maguire,Carmen Electra,Comedia,30000000,85897593,4.083,1
Ha nacido una estrella,Bradley Cooper,Lady Gaga,Música,36000000,436388866,7.5,1
L.A. Confidential,Guy Pearce,Kim Basinger,Crimen,35000000,126216940,7.793,1
Trampa en alta mar,Alexander Wraith,Isabel Gravitt,Terror,0,0,6.5,0
Terroríficamente muertos,Bruce Campbell,Sarah Berry,Terror,3500000,10900000,7.547,1
Sex,Jan Gunnar Røise,Siri Forberg,Drama,0,0,6.6,0
파라다이스 인 푸켓:여대생의 맛,민도윤,Desconocido,Drama,0,0,6.7,0
Silent Hill,Sean Bean,Radha Mitchell,Terror,50000000,100605135,6.575,1
Instinto básico,Michael Douglas,Sharon Stone,Suspense,49000000,352927224,6.9,1
¡Shazam!,Zachary Levi,Faithe Herman,Acción,80000000,367799011,7.0,1
Platoon,Charlie Sheen,Desconocido,Drama,6000000,138530565,7.743,1
La roca,Sean Connery,Vanessa Marcil,Acción,75000000,335062621,7.133,1
Alvin y las ardillas: Fiesta sobre ruedas,Jason Lee,Kimberly Williams-Paisley,Familia,90000000,233755553,6.0,1
La niñera mágica y el Big Bang,Asa Butterfield,Emma Thompson,Comedia,35000000,93251121,6.297,1
Jugada salvaje,Jason Statham,Dominik Garcia,Suspense,30000000,6738764,5.672,0
El secreto de Marrowbone,George MacKay,Anya Taylor-Joy,Suspense,8000000,12294931,7.3,1
Men in Black: International,Chris Hemsworth,Tessa Thompson,Comedia,110000000,253890701,5.9,1
Twister,Bill Paxton,Helen Hunt,Acción,92000000,494471524,6.535,1
Triple frontera,Ben Affleck,Adria Arjona,Acción,0,0,6.309,0
Hunter Killer: Caza en las profundidades,Gerard Butler,Linda Cardellini,Acción,40000000,31672678,6.9,0
Alvin y las ardillas 3,Jason Lee,Jenny Slate,Comedia,75000000,342695435,5.7,1
La isla,Ewan McGregor,Scarlett Johansson,Acción,126000000,162949164,6.674,1
젊은엄마 : 디 오리지널,Oh Gil-jae,Jin Si-ah,Drama,0,0,6.0,0
"Karate Kid II, la historia continúa",Ralph Macchio,Nobu McCarthy,Aventura,13000000,115103979,6.29,1
Infierno blanco,Liam Neeson,Anne Openshaw,Drama,25000000,77278331,6.566,1
Hitman: Agente 47,Rupert Friend,Hannah Ware,Acción,35000000,81967450,5.867,1
Cenicienta,Nicholas Galitzine,Camila Cabello,Fantasía,0,0,6.4,0
Dirty Dancing,Patrick Swayze,Jennifer Grey,Drama,6000000,214577242,7.331,1
Barbie en Las 12 princesas bailarinas,Christopher Gaze,Kelly Sheridan,Animación,0,0,7.6,0
Lo imposible,Ewan McGregor,Naomi Watts,Drama,45000000,198100000,7.362,1
8 millas,Eminem,Kim Basinger,Drama,41000000,242875078,7.139,1
Sólo se vive dos veces,Sean Connery,若林映子,Acción,9500000,111600000,6.578,1
La leyenda de Tarzán,Alexander Skarsgård,Margot Robbie,Fantasía,180000000,356743061,5.908,1
Ex Machina,Domhnall Gleeson,Alicia Vikander,Drama,15000000,36869414,7.571,1
La casa de los susurros,Arian Moayed,Ariana DeBose,Terror,0,0,5.6,0
El secreto de Marrowbone,George MacKay,Anya Taylor-Joy,Suspense,8000000,12294931,7.3,1
Erotic Ghost Story,單立文,葉子楣,Fantasía,0,0,6.2,0
No mires arriba,Leonardo DiCaprio,Jennifer Lawrence,Comedia,75000000,791863,7.081,0
Operación Trueno,Sean Connery,Claudine Auger,Aventura,9000000,141200000,6.658,1
9 semanas y media,Mickey Rourke,Kim Basinger,Romance,17000000,6740470,6.109,0
Pornocracia: Las nuevas multinacionales del sexo,Mario Salieri,Arwen Gold,Documental,0,0,6.9,0
Hasta los huesos: Bones and All,Timothée Chalamet,Taylor Russell,Drama,16000000,15234907,7.1,0
Sky High: Una escuela de altos vuelos,Michael Angarano,Mary Elizabeth Winstead,Aventura,35000000,86369815,6.245,1
Trainspotting,Ewan McGregor,Kelly Macdonald,Drama,4000000,71981823,8.0,1
Kung Fu Sion,周星馳,元秋,Acción,20000000,102034104,7.458,1
La maldición del hombre lobo,Gael García Bernal,Laura Donnelly,Acción,0,0,6.99,0
Asalto al poder,Channing Tatum,Joey King,Acción,150000000,205366737,6.5,1
Immortals,Henry Cavill,Freida Pinto,Fantasía,75000000,226904017,6.0,1
[REC],Ferrán Terraza,Manuela Velasco,Terror,1500000,32511655,7.21,1
Sleepy Hollow,Johnny Depp,Christina Ricci,Drama,100000000,206071526,7.183,1
30 días de oscuridad,Josh Hartnett,Melissa George,Terror,30000000,75505973,6.427,1
Mary Poppins,Dick Van Dyke,Julie Andrews,Comedia,4650000,103100000,7.6,1
Han Solo: Una historia de Star Wars,Alden Ehrenreich,Emilia Clarke,Ciencia ficción,250000000,392952373,6.556,1
Ciudadano Kane,Orson Welles,Dorothy Comingore,Misterio,839727,23218000,8.002,1
Alguien como él,Tanner Buchanan,Addison Rae,Comedia,0,0,6.534,0
Silent Trees,Desconocido,Desconocido,Documental,0,0,6.0,0
Shelby Oaks,Brendan Sexton III,Camille Sullivan,Terror,1390845,0,10.0,0
Shutter: El fotógrafo,อนันดา เอเวอริ่งแฮม,ณัฐฐาวีรนุช ทองมี,Terror,125000,0,7.3,0
XXXXXXX,Desconocido,Desconocido,Desconocido,0,0,6.9,0
#Vivo,유아인,박신혜,Acción,6300000,13416285,7.24,1
Un sueño para ella,Colin Firth,Amanda Bynes,Comedia,20000000,50700000,6.265,1
Rüzgara Bırak,Barış Arduç,Hande Erçel,Romance,0,0,0.0,0
El clan de hierro,Zac Efron,Maura Tierney,Historia,15900000,40130232,7.524,1
Click,Adam Sandler,Kate Beckinsale,Comedia,82500000,240685326,6.294,1
Hermanos,Tobey Maguire,Natalie Portman,Drama,26000000,43500000,7.315,1
El mito de Bourne,Matt Damon,Franka Potente,Acción,75000000,288500217,7.325,1
Las crónicas de Spiderwick,Freddie Highmore,Sarah Bolger,Familia,90000000,164200000,6.64,1
Amenazados,Samuel L. Jackson,Carrie-Anne Moss,Drama,15000000,0,6.8,0
Alvin y las ardillas 2,Zachary Levi,Amy Poehler,Comedia,75000000,443140005,5.628,1
El equipo A,Liam Neeson,Jessica Biel,Suspense,110000000,177238796,6.397,1
Shutter: El fotógrafo,อนันดา เอเวอริ่งแฮม,ณัฐฐาวีรนุช ทองมี,Terror,125000,0,7.3,0
Misión imposible 2,Tom Cruise,Thandiwe Newton,Aventura,125000000,546388108,6.125,1
Avicii: Soy Tim,Avicii,Anki Lidén,Documental,0,0,8.4,0
Midway,Ed Skrein,Mandy Moore,Acción,100000000,127400000,7.138,1
Escape Room,Logan Miller,Taylor Russell,Terror,9000000,155712077,6.54,1
Megan Thee Stallion: con sus propias palabras,Desconocido,Megan Thee Stallion,Documental,0,0,6.6,0
Nuestro secretito,Ian Harding,Lindsay Lohan,Romance,0,0,6.2,0
Un padre en apuros,Arnold Schwarzenegger,Rita Wilson,Familia,60000000,129800000,6.045,1
"Burt Munro: Un sueño, una leyenda",Anthony Hopkins,Diane Ladd,Drama,25000000,18300000,7.651,0
Saltburn,Barry Keoghan,Rosamund Pike,Drama,20000000,21013738,7.008,1
Barbie en El cascanueces,Kirby Morrow,Kelly Sheridan,Animación,0,0,6.861,0
Rocky IV,Sylvester Stallone,Talia Shire,Drama,31000000,300473716,7.079,1
